,name\fold,
0,test acc,0.4896265560165975
1,test auc,0.5212897891690781
2,test n_precision,0.5
3,test n_recall,0.3008130081300813
4,test n_specificity,0.6864406779661016
5,test n_f1,0.37563451776649753
6,test s_precision,0.48502994011976047
7,test s_recall,0.6864406779661016
8,test s_specificity,0.3008130081300813
9,test s_f1,0.5684210526315789
10,best valid acc,0.0
11,best valid loss,0.0
12,train acc,0.0
13,train loss,0.0
14,epoch index,0.0
