,name\fold,
0,test acc,0.4979253112033195
1,test auc,0.5739286206421387
2,test n_precision,0.6
3,test n_recall,0.04878048780487805
4,test n_specificity,0.9661016949152542
5,test n_f1,0.09022556390977443
6,test s_precision,0.4935064935064935
7,test s_recall,0.9661016949152542
8,test s_specificity,0.04878048780487805
9,test s_f1,0.653295128939828
10,best valid acc,0.0
11,best valid loss,0.0
12,train acc,0.0
13,train loss,0.0
14,epoch index,0.0
